model,protocol,pr_auc_mean,pr_auc_std,pr_auc_ci95_low,pr_auc_ci95_high,failure_recall_mean,failure_recall_std,failure_recall_ci95_low,failure_recall_ci95_high,failure_precision_mean,failure_precision_std,failure_precision_ci95_low,failure_precision_ci95_high,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,mcc_mean,mcc_std,mcc_ci95_low,mcc_ci95_high,brier_score_mean,brier_score_std,brier_score_ci95_low,brier_score_ci95_high,capture_at_budget_mean,capture_at_budget_std,capture_at_budget_ci95_low,capture_at_budget_ci95_high,threshold_mean,threshold_std,threshold_ci95_low,threshold_ci95_high,fit_seconds_mean,fit_seconds_std,fit_seconds_ci95_low,fit_seconds_ci95_high,inference_seconds_mean,inference_seconds_std,inference_seconds_ci95_low,inference_seconds_ci95_high
tabpfn,repeated_cv,0.15925966813713846,0.07043156148891783,0.07955885340639658,0.23896048286788035,0.319047619047619,0.2771330386085993,0.005442063541272024,0.6326531745539661,0.14905002405002404,0.1326110098969508,0.0,0.2991135084825889,0.6192232630757221,0.10326247508466181,0.5023707722125816,0.7360757539388625,0.17022500864303777,0.1490040647570458,0.0016110363232932634,0.3388389809627823,0.060277839573521265,0.001933274927502544,0.05809013304589142,0.06246554610115111,0.2789915966386554,0.1292370314417778,0.13274612824998547,0.4252370650273254,0.10354837836345017,0.016828856620109755,0.08450473435989317,0.12259202236700717,48.34343577800124,3.350691163592042,44.55177178526976,52.13509977073273,52.93250681933326,4.461903289475905,47.88338793139036,57.981625707276166
tabpfn,temporal,0.03487518335652696,0.0,0.03487518335652696,0.03487518335652696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4983164983164983,0.0,0.4983164983164983,0.4983164983164983,-0.013523031736457278,0.0,-0.013523031736457278,-0.013523031736457278,0.06399253744885074,0.0,0.06399253744885074,0.06399253744885074,0.0,0.0,0.0,0.0,0.3031439282262564,0.0,0.3031439282262564,0.3031439282262564,58.68067170801805,0.0,58.68067170801805,58.68067170801805,51.593616416997975,0.0,51.593616416997975,51.593616416997975
