time,survival_probability
0.0,1.0
386.9154427084491,0.9600581117186251
773.8308854168982,0.9272631561731959
1160.7463281253474,0.897341731475052
1547.6617708337965,0.8694362036136845
1934.5772135422455,0.8431312565411676
2321.492656250695,0.8181747319528082
2708.408098959144,0.7943940508459838
3095.323541667593,0.7716618848438759
3482.238984376042,0.7498793243057901
3869.154427084491,0.7289666061389045
4256.06986979294,0.7088575621654931
4642.98531250139,0.6894960792208569
5029.900755209838,0.6708337277587091
5416.816197918288,0.6528281086611764
5803.731640626736,0.6354416622078011
6190.647083335186,0.6186407859707677
6577.562526043635,0.6023951659420819
6964.477968752084,0.5866772589370819
7351.393411460534,0.5714618849014017
7738.308854168982,0.5567259007409003
8125.224296877432,0.5424479357423401
8512.13973958588,0.5286081742912764
8899.055182294329,0.5151881754451091
9285.97062500278,0.5021707216048592
9672.886067711228,0.4895396904369361
10059.801510419677,0.4772799455741838
10446.716953128127,0.46537724263615265
10833.632395836576,0.4538181478601473
11220.547838545024,0.44258996720069366
11607.463281253473,0.43168068418646516
11994.378723961923,0.4210789051560171
12381.294166670372,0.41077381075223485
12768.20960937882,0.4007551127584505
13155.12505208727,0.39101301552002204
13542.04049479572,0.3815381813236058
13928.955937504168,0.3723216992096929
14315.871380212617,0.363355056777718
14702.786822921067,0.3546301146113548
15089.702265629516,0.3461390830076794
15476.617708337964,0.3378745007401798
15863.533151046415,0.3298292156240308
16250.448593754863,0.32199636668413945
16637.364036463314,0.3143693677533861
17024.27947917176,0.30694189235117525
17411.19492188021,0.299707859711623
17798.110364588658,0.2926614218470463
18185.02580729711,0.2857969515463661
18571.94125000556,0.27910903121999997
18958.856692714005,0.2725924425131034
19345.772135422456,0.2662421566179061
19732.687578130906,0.260053325223589
20119.603020839353,0.2540212720488338
20506.518463547804,0.24814148490801885
20893.433906256254,0.24240960826713415
21280.3493489647,0.23682143624996593
21667.26479167315,0.23137290605904046
22054.1802343816,0.22606009177928876
22441.09567709005,0.2208791985354648
22828.0111197985,0.21582655697707165
23214.926562506946,0.21089861806697127
23601.842005215396,0.206091948152003
23988.757447923846,0.20140322429586505
24375.672890632293,0.19682922985622672
24762.588333340744,0.19236685028958558
25149.503776049194,0.18801306916876614
25536.41921875764,0.18376496439920362
25923.33466146609,0.1796197046212782
26310.25010417454,0.17557454578698312
26697.16554688299,0.17162682790012446
27084.08098959144,0.1677739719100844
27470.996432299886,0.16401347674993635
27857.911875008336,0.1603429165103846
28244.827317716787,0.1567599377416294
28631.742760425233,0.1532622568758273
29018.658203133684,0.14984765776333867
29405.573645842134,0.1465139893164315
29792.48908855058,0.14325916325454663
30179.40453125903,0.14008115194562965
30566.319973967482,0.1369779863384057
30953.23541667593,0.1339477539808072
31340.15085938438,0.1309885971200803
31727.06630209283,0.12809871088038122
32113.981744801276,0.12527634151393782
32500.897187509727,0.12251978472209905
32887.81263021818,0.11982738404282017
33274.72807292663,0.11719752930134042
33661.64351563507,0.11462865512100778
34048.55895834352,0.11211923949138052
34435.47440105197,0.10966780239090988
34822.38984376042,0.1072729044616568
35209.30528646887,0.10493314573364698
35596.220729177316,0.10264716439659899
35983.136171885766,0.1004136356168893
36370.05161459422,0.09823127039773473
36756.96705730267,0.09609881448068124
37143.88250001112,0.09401504728659299
37530.79794271957,0.09197878089443058
37917.71338542801,0.08998885905619643
38304.62882813646,0.08804415624651142
38691.54427084491,0.08614357674536462
39078.45971355336,0.08428605375265201
39465.37515626181,0.08247054853319086
39852.290598970256,0.0806960495909612
40239.206041678706,0.07896157187138646
