time,survival_probability
0.0,1.0
10.005025125628142,0.9999866586528001
20.010050251256285,0.9999328467709079
30.015075376884425,0.9998271709321477
40.02010050251257,0.9996620231282424
50.025125628140714,0.99943142020156
60.03015075376885,0.9991303503853165
70.035175879397,0.9987544672169844
80.04020100502514,0.9982999180641897
90.04522613065328,0.9977632373838257
100.05025125628143,0.9971412754265716
110.05527638190956,0.9964311481456664
120.0603015075377,0.9956302006380003
130.06532663316585,0.9947359796593426
140.070351758794,0.993746212466707
150.07537688442213,0.9926587902140844
160.08040201005028,0.9914717547113632
170.08542713567843,0.9901832877218065
180.09045226130655,0.9887917022109353
190.0954773869347,0.9872954351188165
200.10050251256285,0.9856930413373316
210.10552763819098,0.9839831886512045
220.11055276381913,0.9821646534571267
230.11557788944728,0.9802363171160109
240.1206030150754,0.9781971628237227
250.12562814070355,0.9760462729085511
260.1306532663317,0.9737828264812345
270.13567839195986,0.9714060973769718
280.140703517588,0.9689154523395208
290.1457286432161,0.9663103494059508
300.15075376884425,0.9635903364573803
310.1557788944724,0.9607550499064965
320.16080402010056,0.9578042134971003
330.1658291457287,0.9547376371945719
340.17085427135686,0.9515552161491682
350.175879396985,0.9482569297165766
360.1809045226131,0.9448428405222602
370.18592964824126,0.9413130935579026
380.1909547738694,0.9376679152997778
390.19597989949756,0.9339076128401582
400.2010050251257,0.9300325730239887
410.20603015075386,0.9260432615840122
420.21105527638196,0.9219402222683758
430.2160804020101,0.9177240759554697
440.22110552763826,0.9133955197514066
450.2261306532664,0.9089553260661131
460.23115577889456,0.9044043416645138
470.2361809045227,0.8997434866897492
480.2412060301508,0.8949737536557685
490.24623115577896,0.8900962064070153
500.2512562814071,0.8851119790432586
510.25628140703526,0.8800222748079248
520.2613065326634,0.874828364938571
530.2663316582915,0.8695315874783959
540.2713567839197,0.8641333460479264
550.2763819095478,0.8586351085762365
560.281407035176,0.8530384059912618
570.2864321608041,0.8473448308689687
580.2914572864322,0.8415560360413127
590.2964824120604,0.8356737331630917
600.3015075376885,0.8296996912379621
610.3065326633167,0.8236357351040267
620.3115577889448,0.8174837438795556
630.316582914573,0.8112456493695247
640.3216080402011,0.8049234344337906
650.3266331658292,0.7985191313178327
660.3316582914574,0.792034819947112
670.3366834170855,0.7854726261861998
680.3417085427137,0.77883472006393
690.3467336683418,0.7721233139659233
700.35175879397,0.765340660795926
710.3567839195981,0.7584890521074835
720.3618090452262,0.7515708162075514
730.3668341708544,0.7445883162337235
740.3718592964825,0.7375439482068205
750.3768844221107,0.7304401390606516
760.3819095477388,0.7232793446508193
770.3869346733669,0.7160640477444911
780.3919597989951,0.7087967559931173
790.3969849246232,0.7014799998901147
800.4020100502514,0.6941163307155764
810.4070351758795,0.6867083184701142
820.4120603015077,0.6792585497999558
830.4170854271358,0.6717696259154653
840.4221105527639,0.6642441605052617
850.4271356783921,0.6566847776481423
860.4321608040202,0.6490941097250227
870.4371859296484,0.6414747953331216
880.4422110552765,0.6338294772046206
890.4472361809047,0.6261608001320319
900.4522613065328,0.6184714089025054
910.4572864321609,0.6107639462432963
920.4623115577891,0.6030410507806082
930.4673366834172,0.595305355014007
940.4723618090454,0.5875594833085843
950.4773869346735,0.5798060499070269
960.4824120603016,0.5720476569637185
970.4874371859298,0.5642868926029744
980.4924623115579,0.5565263290034708
990.4974874371861,0.5487685205108955
1000.5025125628142,0.5410160017808053
1010.5075376884424,0.533271285953628
1020.5125628140705,0.5255368628637045
1030.5175879396986,0.5178151972842079
1040.5226130653268,0.5101087272097293
1050.527638190955,0.502419862178261
1060.532663316583,0.49475098163424125
1070.5376884422112,0.48710443333427506
1080.5427135678394,0.4794825317970692
1090.5477386934674,0.47188755679905714
1100.5527638190956,0.4643217519171182
1110.5577889447238,0.4567873231197276
1120.562814070352,0.4492864374077933
1130.56783919598,0.4418212215063658
1140.5728643216082,0.4343937606083276
1150.5778894472364,0.42700609717109306
1160.5829145728644,0.4196602297672629
1170.5879396984926,0.4123581119901046
1180.5929648241208,0.4051016514146441
1190.597989949749,0.3978927086150702
1200.603015075377,0.39073309623907104
1210.6080402010052,0.38362457813963846
1220.6130653266334,0.3765688685647935
1230.6180904522614,0.3695676314055941
1240.6231155778896,0.36262247950271176
1250.6281407035178,0.35573497401177456
1260.633165829146,0.3489066238275866
1270.638190954774,0.34213888506725887
1280.6432160804022,0.33543316061219514
1290.6482412060304,0.3287907997088
1300.6532663316584,0.32221309762769373
1310.6582914572866,0.31570129538113517
1320.6633165829148,0.3092565794982823
1330.668341708543,0.3028800818578344
