pr_auc,failure_recall,failure_precision,balanced_accuracy,mcc,brier_score,capture_at_budget,threshold,fit_seconds,inference_seconds,model,protocol,fold
0.06692160611854685,0.0,0.0,0.5,0.0,0.06244379307566057,0.02857142857142857,0.5,0.06834566598990932,0.007888375024776906,dummy,repeated_cv,1
0.06513409961685823,0.0,0.0,0.5,0.0,0.060895076907720294,0.0,0.5,0.06796354200923815,0.009059917007107288,dummy,repeated_cv,2
0.06704980842911877,0.0,0.0,0.5,0.0,0.06255517426455,0.14285714285714285,0.5,0.0674910829984583,0.008984917018096894,dummy,repeated_cv,3
0.054140127388535034,0.0,0.0,0.5,0.0,0.05144285695664376,0.23529411764705882,0.5,0.07519900001352653,0.007539040991105139,dummy,temporal,1
0.16372968988590433,0.2857142857142857,0.20833333333333334,0.6039227166276346,0.17989413164124174,0.0624278123138917,0.3142857142857143,0.0664712509130146,0.35472170799039304,0.010177166986977682,logistic,repeated_cv,1
0.12547360421941425,0.17647058823529413,0.125,0.5452025072324012,0.07720263082825578,0.06088672289726608,0.17647058823529413,0.06724453387581639,0.3307491250161547,0.009801458014408126,logistic,repeated_cv,2
0.05076682202464085,0.7142857142857143,0.054466230936819175,0.41155764153710767,-0.13580388563401022,0.06255916686221476,0.0,0.06609943982382402,0.34244287500041537,0.00833345900173299,logistic,repeated_cv,3
0.03471632801451035,0.7647058823529411,0.0436241610738255,0.4025549613784908,-0.20055074966056563,0.06412279398631544,0.0,0.069114246977973,0.36170124998898245,0.00686558400047943,logistic,temporal,1
